Vg_x_V,Vg_y_V,charge_total,occ_dot1,occ_dot2,sensor
0.0,0.004897959183673469,0,1.3847196737614581e-96,6.698687362990912e-72,6.698687362990912e-72
0.0012244897959183673,0.004897959183673469,0,3.521682640434411e-89,1.1487383009978286e-70,1.1487383009978286e-70
0.0024489795918367346,0.004897959183673469,0,8.956504955438071e-82,1.9699377096921073e-69,1.969937709693003e-69
0.003673469387755102,0.004897959183673469,0,2.277859455470168e-74,3.3781885540825467e-68,3.378190831942002e-68
0.004897959183673469,0.004897959183673469,0,5.793156733223647e-67,5.793156733223647e-67,1.1586313466447295e-66
0.006122448979591836,0.004897959183673469,0,1.4733422141169043e-59,9.934515021411803e-66,1.4733432075684066e-59
0.007346938775510204,0.004897959183673469,0,3.747071553320374e-52,1.703640920754792e-64,3.747071553322078e-52
0.00857142857142857,0.004897959183673469,0,9.52972438525982e-45,2.9215239804002115e-63,9.52972438525982e-45
0.009795918367346938,0.004897959183673469,0,2.4236432522497264e-37,5.0100360140872224e-62,2.4236432522497264e-37
0.011020408163265306,0.004897959183673469,0,6.163920777458713e-30,8.591564207872906e-61,6.163920777458713e-30
0.012244897959183673,0.004897959183673469,0,1.567636627854266e-22,1.4733422141169043e-59,1.567636627854266e-22
0.01346938775510204,0.004897959183673469,0,3.986885434960873e-15,2.5265914650438975e-58,3.986885434960873e-15
0.014693877551020407,0.004897959183673469,0,1.0139629029681887e-07,4.3327773566707214e-57,1.0139629029681887e-07
0.015918367346938776,0.004897959183673469,1,0.7205733927735212,2.0761826956459914e-56,0.7205733927735212
0.01714285714285714,0.004897959183673469,1,0.999999984752411,1.9428102094704568e-62,0.999999984752411
0.01836734693877551,0.004897959183673469,1,0.9999999999999993,1.310006413927263e-68,0.9999999999999993
0.019591836734693877,0.004897959183673469,1,1.0,8.833167388138928e-75,1.0
0.020816326530612245,0.004897959183673469,1,1.0,5.956065961312572e-81,1.0
0.022040816326530613,0.004897959183673469,1,1.0,4.0213774530128997e-87,1.0
0.023265306122448978,0.004897959183673469,1,1.0,9.081835483977722e-89,1.0
0.024489795918367346,0.004897959183673469,1,1.0,1.5573709627551144e-87,1.0
0.025714285714285714,0.004897959183673469,1,1.0,2.6706899080863132e-86,1.0
0.02693877551020408,0.004897959183673469,1,1.0,4.579888000829895e-85,1.0
0.028163265306122447,0.004897959183673469,1,1.0,7.853915962551787e-84,1.0
0.029387755102040815,0.004897959183673469,1,1.0,1.3468450742823097e-82,1.0
0.030612244897959183,0.004897959183673469,1,1.0,2.309665220213398e-81,1.0
0.03183673469387755,0.004897959183673469,1,1.0,3.960777324226745e-80,1.0
